"timestamp","displayname","head.pitch","head.yaw","head.roll","body.pitch","body.yaw","body.roll","head.position.x","head.position.y","head.position.z","hands.leftHand.pitch","hands.leftHand.yaw","hands.leftHand.roll","hands.leftHand.position.x","hands.leftHand.position.y","hands.leftHand.position.z","hands.rightHand.pitch","hands.rightHand.yaw","hands.rightHand.roll","hands.rightHand.position.x","hands.rightHand.position.y","hands.rightHand.position.z","palms.leftPalm.pitch","palms.leftPalm.yaw","palms.leftPalm.roll","palms.leftPalm.position.x","palms.leftPalm.position.y","palms.leftPalm.position.z","palms.rightPalm.pitch","palms.rightPalm.yaw","palms.rightPalm.roll","palms.rightPalm.position.x","palms.rightPalm.position.y","palms.rightPalm.position.z"
1469754051767,,14.037714004516602,-79.2456283569336,-60,0,20.37431526184082,0,-20.679908752441406,-7.325150966644287,-22.27593994140625,127.23699951171875,128.25657653808594,-32.44108963012695,0.04844093322753906,-0.31543731689453125,0.2637186050415039,168.00588989257812,19.667490005493164,0.5547189712524414,0.04784393310546875,-0.3113975524902344,0.6634459495544434,90,-75.21820831298828,0.000026770527256303467,-21.41215705871582,-7.71196174621582,-21.80359649658203,89.9999771118164,115.63544464111328,0.00001366037849948043,-19.818058013916016,-7.711963176727295,-22.395633697509766
1469754051816,,14.037714004516602,-79.2456283569336,-60,0,20.37431526184082,0,-20.63531494140625,-7.345963478088379,-22.24065589904785,127.23699951171875,128.25657653808594,-32.44108963012695,0.04844093322753906,-0.31543731689453125,0.2637186050415039,168.00588989257812,19.667490005493164,0.5547189712524414,0.04784393310546875,-0.3113975524902344,0.6634459495544434,90,-75.21820831298828,0.000026770527256303467,-21.41215705871582,-7.71196174621582,-21.80359649658203,89.9999771118164,115.63544464111328,0.00001366037849948043,-19.818058013916016,-7.711963176727295,-22.395633697509766
1469754051867,,14.037714004516602,-79.2456283569336,-60,0,20.37431526184082,0,-20.63531494140625,-7.345963478088379,-22.24065589904785,127.23699951171875,128.25657653808594,-32.44108963012695,0.04844093322753906,-0.31543731689453125,0.2637186050415039,168.00588989257812,19.667490005493164,0.5547189712524414,0.04784393310546875,-0.3113975524902344,0.6634459495544434,90,-75.21820831298828,0.000026770527256303467,-21.41215705871582,-7.71196174621582,-21.80359649658203,89.9999771118164,115.63544464111328,0.00001366037849948043,-19.818058013916016,-7.711963176727295,-22.395633697509766
1469754051916,,14.037714004516602,-79.2456283569336,-60,0,20.37431526184082,0,-20.63531494140625,-7.345963478088379,-22.24065589904785,127.23699951171875,128.25657653808594,-32.44108963012695,0.04844093322753906,-0.31543731689453125,0.2637186050415039,168.00588989257812,19.667490005493164,0.5547189712524414,0.04784393310546875,-0.3113975524902344,0.6634459495544434,90,-75.21820831298828,0.000026770527256303467,-21.41215705871582,-7.71196174621582,-21.80359649658203,89.9999771118164,115.63544464111328,0.00001366037849948043,-19.818058013916016,-7.711963176727295,-22.395633697509766
1469754051967,,14.037714004516602,-79.2456283569336,-60,0,20.37431526184082,0,-20.63531494140625,-7.345963478088379,-22.24065589904785,127.23699951171875,128.25657653808594,-32.44108963012695,0.04844093322753906,-0.31543731689453125,0.2637186050415039,168.00588989257812,19.667490005493164,0.5547189712524414,0.04784393310546875,-0.3113975524902344,0.6634459495544434,90,-75.21820831298828,0.000026770527256303467,-21.41215705871582,-7.71196174621582,-21.80359649658203,89.9999771118164,115.63544464111328,0.00001366037849948043,-19.818058013916016,-7.711963176727295,-22.395633697509766
1469754052019,,13.572671890258789,-79.49364471435547,-60,0,20.37431526184082,0,-20.637006759643555,-7.3709211349487305,-22.17918586730957,126.7968521118164,127.97550964355469,-32.93459701538086,0.05061531066894531,-0.3163795471191406,0.1669459342956543,168.09963989257812,19.767362594604492,0.40609049797058105,0.05128288269042969,-0.3120450973510742,0.5661783218383789,113.71207427978516,-109.06261444091797,47.43562316894531,-20.798717498779297,-8.339886665344238,-22.05944061279297,158.7466583251953,158.63084411621094,-8.888944625854492,-20.43950653076172,-8.372620582580566,-22.20340347290039
1469754052068,,13.426440238952637,-79.52901458740234,-60,0,20.37431526184082,0,-20.63528060913086,-7.378971099853516,-22.130779266357422,126.80195617675781,127.970947265625,-32.96806716918945,0.05088233947753906,-0.3163280487060547,0.10529565811157227,168.1116180419922,19.764724731445312,0.40197306871414185,0.05175209045410156,-0.31218719482421875,0.5045375823974609,116.22808837890625,-112.75253295898438,49.041290283203125,-20.781953811645508,-8.344101905822754,-22.02627182006836,158.99441528320312,162.17132568359375,-9.776569366455078,-20.429929733276367,-8.371596336364746,-22.143583297729492
1469754052119,,13.426440238952637,-79.52901458740234,-60,0,20.37431526184082,0,-20.63528060913086,-7.378971099853516,-22.130779266357422,126.80195617675781,127.970947265625,-32.96806716918945,0.05088233947753906,-0.3163280487060547,0.10529565811157227,168.1116180419922,19.764724731445312,0.40197306871414185,0.05175209045410156,-0.31218719482421875,0.5045375823974609,116.22808837890625,-112.75253295898438,49.041290283203125,-20.781953811645508,-8.344101905822754,-22.02627182006836,158.99441528320312,162.17132568359375,-9.776569366455078,-20.429929733276367,-8.371596336364746,-22.143583297729492
1469754052168,,13.426440238952637,-79.52901458740234,-60,0,20.37431526184082,0,-20.63528060913086,-7.378971099853516,-22.130779266357422,126.80195617675781,127.970947265625,-32.96806716918945,0.05088233947753906,-0.3163280487060547,0.10529565811157227,168.1116180419922,19.764724731445312,0.40197306871414185,0.05175209045410156,-0.31218719482421875,0.5045375823974609,116.22808837890625,-112.75253295898438,49.041290283203125,-20.781953811645508,-8.344101905822754,-22.02627182006836,158.99441528320312,162.17132568359375,-9.776569366455078,-20.429929733276367,-8.371596336364746,-22.143583297729492
1469754052219,,13.426440238952637,-79.52901458740234,-60,0,20.37431526184082,0,-20.63528060913086,-7.378971099853516,-22.130779266357422,126.80195617675781,127.970947265625,-32.96806716918945,0.05088233947753906,-0.3163280487060547,0.10529565811157227,168.1116180419922,19.764724731445312,0.40197306871414185,0.05175209045410156,-0.31218719482421875,0.5045375823974609,116.22808837890625,-112.75253295898438,49.041290283203125,-20.781953811645508,-8.344101905822754,-22.02627182006836,158.99441528320312,162.17132568359375,-9.776569366455078,-20.429929733276367,-8.371596336364746,-22.143583297729492
