"timestamp","displayname","head.pitch","head.yaw","head.roll","head.position.x","head.position.y","head.position.z","hands.leftHand.pitch","hands.leftHand.yaw","hands.leftHand.roll","hands.leftHand.position.x","hands.leftHand.position.y","hands.leftHand.position.z","hands.rightHand.pitch","hands.rightHand.yaw","hands.rightHand.roll","hands.rightHand.position.x","hands.rightHand.position.y","hands.rightHand.position.z","palms.leftPalm.pitch","palms.leftPalm.yaw","palms.leftPalm.roll","palms.leftPalm.position.x","palms.leftPalm.position.y","palms.leftPalm.position.z","palms.rightPalm.pitch","palms.rightPalm.yaw","palms.rightPalm.roll","palms.rightPalm.position.x","palms.rightPalm.position.y","palms.rightPalm.position.z"
1469503964022,,50,-68.97164154052734,-60,-17.265958786010742,-7.328789234161377,-19.400714874267578,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964073,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964123,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964172,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964222,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964273,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964322,,50,-68.97164154052734,-60,-17.138784408569336,-7.344517707824707,-19.674449920654297,-120.58477783203125,159.298828125,62.0830192565918,0.9413821697235107,-0.4691658020019531,1.276963233947754,102.20050048828125,-31.695383071899414,69.50611114501953,0.8158066272735596,-0.4367179870605469,1.3413410186767578,90.00003051757812,8.113507270812988,0.000008624059773865156,-16.794889450073242,-7.710515975952148,-18.852109909057617,90,-161.03282165527344,0.00001366037849948043,-17.197813034057617,-7.710517406463623,-20.504173278808594
1469503964372,,50,-63.21653747558594,-60,-17.01894187927246,-7.37221097946167,-19.872058868408203,-120.3216781616211,158.68382263183594,61.463932037353516,0.7425515651702881,-0.49090099334716797,1.0934829711914062,102.10655975341797,-31.751562118530273,69.74378967285156,0.6191918849945068,-0.45001792907714844,1.1479463577270508,151.1688995361328,-16.93807601928711,-1.2485508918762207,-16.850074768066406,-8.342705726623535,-19.706863403320312,165.75265502929688,-128.5154266357422,-5.499777793884277,-17.005754470825195,-8.370390892028809,-20.089454650878906
1469503964423,,50,-63.21653747558594,-60,-17.01894187927246,-7.37221097946167,-19.872058868408203,-120.3216781616211,158.68382263183594,61.463932037353516,0.7425515651702881,-0.49090099334716797,1.0934829711914062,102.10655975341797,-31.751562118530273,69.74378967285156,0.6191918849945068,-0.45001792907714844,1.1479463577270508,151.1688995361328,-16.93807601928711,-1.2485508918762207,-16.850074768066406,-8.342705726623535,-19.706863403320312,165.75265502929688,-128.5154266357422,-5.499777793884277,-17.005754470825195,-8.370390892028809,-20.089454650878906
1469503964472,,50,-63.21653747558594,-60,-17.01894187927246,-7.37221097946167,-19.872058868408203,-120.3216781616211,158.68382263183594,61.463932037353516,0.7425515651702881,-0.49090099334716797,1.0934829711914062,102.10655975341797,-31.751562118530273,69.74378967285156,0.6191918849945068,-0.45001792907714844,1.1479463577270508,151.1688995361328,-16.93807601928711,-1.2485508918762207,-16.850074768066406,-8.342705726623535,-19.706863403320312,165.75265502929688,-128.5154266357422,-5.499777793884277,-17.005754470825195,-8.370390892028809,-20.089454650878906
